control_params,cycle_id,cycle_time,target_weight,timestamp,true_weight,weight
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",32,3.080060582308972,1000.0,2025-04-26T15:00:52.610367,1009.6181750431283,1009.7642530145499
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",33,2.756732333738806,1000.0,2025-04-26T15:00:55.367776,994.8684384690073,995.416230714956
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",34,2.954761994589025,1000.0,2025-04-26T15:00:58.323444,993.2786790784895,993.7897393331557
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",35,3.0939707900260824,1000.0,2025-04-26T15:01:01.417856,1000.7058160074214,1000.0042755137313
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",36,2.845992402828858,1000.0,2025-04-26T15:01:04.264459,1001.9194303287919,1003.8260423927878
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",37,3.2637197525862596,1000.0,2025-04-26T15:01:07.528437,1004.7513838953954,1005.6468719616103
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",38,3.0885285155384277,1000.0,2025-04-26T15:01:10.617544,1003.0598796604817,1002.9459442447896
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",39,3.42787058192488,1000.0,2025-04-26T15:01:14.045911,1002.6183302645278,1000.8607674013408
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",40,3.0334852527216047,1000.0,2025-04-26T15:01:17.079685,999.5200909919146,998.9932586753711
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",41,2.941386582523105,1000.0,2025-04-26T15:01:20.021243,993.256184687565,990.8327018640273
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",42,3.130095186223055,1000.0,2025-04-26T15:01:23.151443,1004.6610108441632,1004.4461598149826
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",43,3.372278784872353,1000.0,2025-04-26T15:01:26.524271,1005.5784868083714,1007.2555794177862
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",44,2.7819023776084446,1000.0,2025-04-26T15:01:29.306907,1001.1599163923704,999.5996223182466
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",45,3.2897919929920807,1000.0,2025-04-26T15:01:32.597134,999.3862751118539,999.2023817083503
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",46,3.039948781172631,1000.0,2025-04-26T15:01:35.637337,1004.4245778834974,1005.2294742037886
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",47,3.092106943103542,1000.0,2025-04-26T15:01:38.729637,1003.607000329834,1002.7133706574256
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",48,2.78544208529537,1000.0,2025-04-26T15:01:41.515247,992.1525441179283,992.3954768331706
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",49,2.9829101411153216,1000.0,2025-04-26T15:01:44.498311,992.6368791491517,990.7509482531376
"{'feeding_speed_coarse': 40.0, 'feeding_speed_fine': 20.0, 'advance_amount_coarse': 2.0, 'advance_amount_fine': 0.5, 'vibration_frequency': 30.0, 'feeding_time': 3.0}",50,3.2563681457547515,1000.0,2025-04-26T15:01:47.755015,998.5837152929672,999.7437064545854
